place_fips,place_name,full_fips,county_name,coverage_percentage
7212441,Candelaria comunidad,72137,Toa Baja Municipio,100
3040355,Kerr CDP,30047,Lake County,100
3258820,Rachel CDP,32017,Lincoln County,100
3634286,Hewlett CDP,36059,Nassau County,100
5071500,Sutton CDP,50005,Caledonia County,100
0607378,Bonadelle Ranchos CDP,06039,Madera County,100
0619262,Dillon Beach CDP,06041,Marin County,100
0678470,Thermalito CDP,06007,Butte County,100
1337910,Henderson CDP,13051,Chatham County,100
2464475,Quantico CDP,24045,Wicomico County,100
3659520,Port Washington CDP,36059,Nassau County,100
3923702,East Liberty CDP,39091,Logan County,100
4114200,Cloverdale CDP,41057,Tillamook County,100
4235448,Hometown CDP,42107,Schuylkill County,100
4244824,Lower Allen CDP,42041,Cumberland County,100
2571445,Upton CDP,25027,Worcester County,100
3506340,Becenti CDP,35031,McKinley County,100
3928532,Franklin Furnace CDP,39145,Scioto County,100
4255704,Nottingham CDP,42029,Chester County,100
4808644,Bledsoe CDP,48079,Cochran County,100
0621936,El Granada CDP,06081,San Mateo County,100
2128486,Fort Campbell North CDP,21047,Christian County,100
2174586,Summer Shade CDP,21169,Metcalfe County,100
2212000,Cameron CDP,22023,Cameron Parish,100
3550615,Mount Taylor CDP,35006,Cibola County,100
4573465,Valley Falls CDP,45083,Spartanburg County,100
1312484,Calvary CDP,13131,Grady County,100
2478120,Tolchester CDP,24029,Kent County,100
5073225,Townshend CDP,50025,Windham County,100
5606770,Big Horn CDP,56033,Sheridan County,100
7229813,Galateo comunidad,72135,Toa Alta Municipio,100
0616651,Country Club CDP,06077,San Joaquin County,100
2477912,Tilghman Island CDP,24041,Talbot County,100
3622502,East Meadow CDP,36059,Nassau County,100
3659377,Port Jefferson Station CDP,36103,Suffolk County,100
3661142,Remsenburg-Speonk CDP,36103,Suffolk County,100
0602910,Artois CDP,06021,Glenn County,100
0639514,Lakehead CDP,06089,Shasta County,100
1217725,Doctor Phillips CDP,12095,Orange County,100
2274340,Swartz CDP,22073,Ouachita Parish,100
2448025,Long Beach CDP,24009,Calvert County,100
3407728,Bridgewater Center CDP,34035,Somerset County,100
3640585,Lake Katrine CDP,36111,Ulster County,100
4656580,Rowena CDP,46099,Minnehaha County,100
4878016,Westway CDP,48141,El Paso County,100
4878040,Westwood Shores CDP,48455,Trinity County,100
5132320,Gratton CDP,51185,Tazewell County,100
0461715,Sacate Village CDP,04021,Pinal County,100
0576730,Woodson CDP,05119,Pulaski County,100
1273075,Union Park CDP,12095,Orange County,100
2130880,Gilbertsville CDP,21157,Marshall County,100
3472810,Thorofare CDP,34015,Gloucester County,100
4042600,Lequire CDP,40061,Haskell County,100
5359705,Roosevelt CDP,53039,Klickitat County,100
0557125,Prairie Creek CDP,05007,Benton County,100
1884338,Williams CDP,18093,Lawrence County,100
4835204,Huckabay CDP,48143,Erath County,100
0201305,Alatna CDP,02290,Yukon-Koyukuk Census Area,100
0644406,Lucerne CDP,06033,Lake County,100
1833187,Heritage Lake CDP,18133,Putnam County,100
3520015,Deer Canyon CDP,35057,Torrance County,100
3640233,La Fargeville CDP,36045,Jefferson County,100
3677211,Verplanck CDP,36119,Westchester County,100
4516360,Converse CDP,45083,Spartanburg County,100
4839784,Kopperl CDP,48035,Bosque County,100
5067225,South Londonderry CDP,50025,Windham County,100
5101256,Allisonia CDP,51155,Pulaski County,100
0610088,Cambrian Park CDP,06085,Santa Clara County,100
0621565,Edna CDP,06079,San Luis Obispo County,100
0652162,North Richmond CDP,06013,Contra Costa County,100
0671918,Silverado CDP,06059,Orange County,100
2600480,Advance CDP,26029,Charlevoix County,100
3650265,New Hackensack CDP,36027,Dutchess County,100
4252872,Needmore CDP,42057,Fulton County,100
4256488,Oklahoma CDP,42033,Clearfield County,100
4535980,Irwin CDP,45057,Lancaster County,100
4664260,Tschetter Colony CDP,46067,Hutchinson County,100
4826680,Fort Clark Springs CDP,48271,Kinney County,100
5142536,King and Queen Court House CDP,51097,King and Queen County,100
0634405,Homewood Canyon CDP,06027,Inyo County,100
2139592,Ironville CDP,21019,Boyd County,100
3618993,Crest View Heights CDP,36107,Tioga County,100
4215584,Conestoga CDP,42071,Lancaster County,100
0171201,Smoke Rise CDP,01009,Blount County,100
2249170,Mathews CDP,22057,Lafourche Parish,100
2250395,Midway CDP,22059,LaSalle Parish,100
2430567,Frenchtown-Rumbly CDP,24039,Somerset County,100
3648241,Mooers CDP,36019,Clinton County,100
4108750,Brooks CDP,41047,Marion County,100
4215400,Columbus CDP,42123,Warren County,100
4235120,Hokendauqua CDP,42077,Lehigh County,100
4265192,Riverview Park CDP,42011,Berks County,100
4825032,Fabens CDP,48141,El Paso County,100
4854624,Paige CDP,48021,Bastrop County,100
4974260,Sundance CDP,49049,Utah County,100
0142928,Lillian CDP,01003,Baldwin County,100
0612132,Cayucos CDP,06079,San Luis Obispo County,100
2030250,Harris CDP,20003,Anderson County,100
3446980,Mizpah CDP,34001,Atlantic County,100
3707748,Briar Chapel CDP,37037,Chatham County,100
4279016,Upper Exeter CDP,42079,Luzerne County,100
5338705,Laurier CDP,53019,Ferry County,100
5368365,Summit CDP,53053,Pierce County,100
0176208,Tidmore Bend CDP,01055,Etowah County,100
1327736,Epworth CDP,13111,Fannin County,100
2079625,Wilroads Gardens CDP,20057,Ford County,100
2542670,Monument Beach CDP,25001,Barnstable County,100
3340120,Klondike Corner CDP,33011,Hillsborough County,100
3534830,Iyanbito CDP,35031,McKinley County,100
3932928,Hamburg CDP,39045,Fairfield County,100
4820248,D'Hanis CDP,48325,Medina County,100
5132944,Greenville CDP,51015,Augusta County,100
0641572,Linda CDP,06115,Yuba County,100
3631357,Haines Falls CDP,36039,Greene County,100
0526710,Gibson CDP,05119,Pulaski County,100
0636364,Indian Falls CDP,06063,Plumas County,100
0963270,Quinebaug CDP,09015,Windham County,100
3623404,Eden CDP,36029,Erie County,100
3773460,White Plains CDP,37171,Surry County,100
3775780,Wrightsboro CDP,37129,New Hanover County,100
7218074,Cidra zona urbana,72041,Cidra Municipio,100
2920566,Dutchtown CDP,29031,Cape Girardeau County,100
4226872,Fort Washington CDP,42091,Montgomery County,100
4659700,Soldier Creek CDP,46121,Todd County,100
1233585,Indian River Estates CDP,12111,St. Lucie County,100
2509070,Brookfield CDP,25027,Worcester County,100
3637044,Huntington Station CDP,36103,Suffolk County,100
3953270,Mulberry CDP,39025,Clermont County,100
3970548,Sardis CDP,39111,Monroe County,100
4048450,Milfay CDP,40037,Creek County,100
4157875,Pine Hollow CDP,41065,Wasco County,100
3150265,Venice CDP,31055,Douglas County,100
3919008,Covedale CDP,39061,Hamilton County,100
1257066,Pine Ridge CDP,12021,Collier County,100
3425020,Franklin Park CDP,34035,Somerset County,100
3442390,McGuire AFB CDP,34005,Burlington County,100
3463120,Ringoes CDP,34019,Hunterdon County,100
4271456,Smock CDP,42051,Fayette County,100
6627400,Dededo CDP,66010,Guam,100
2831540,Henderson Point CDP,28047,Harrison County,100
3570250,Santa Ana Pueblo CDP,35043,Sandoval County,100
4139850,Knappa CDP,41007,Clatsop County,100
4267624,Salona CDP,42035,Clinton County,100
4835828,Imperial CDP,48371,Pecos County,100
0651168,New Pine Creek CDP,06049,Modoc County,100
0933480,Greens Farms CDP,09001,Fairfield County,100
1319280,Conley CDP,13063,Clayton County,100
2335975,Jonesport CDP,23029,Washington County,100
3967104,Ridgeville Corners CDP,39069,Henry County,100
1938955,Irvington CDP,19109,Kossuth County,100
4022275,Dwight Mission CDP,40135,Sequoyah County,100
5373065,Twin Lakes CDP,53019,Ferry County,100
7230544,G. L. García comunidad,72035,Cayey Municipio,100
1832170,Harrodsburg CDP,18105,Monroe County,100
2050550,Nicodemus CDP,20065,Graham County,100
4171800,Svensen CDP,41007,Clatsop County,100
2274235,Supreme CDP,22007,Assumption Parish,100
5132624,Greenbush CDP,51001,Accomack County,100
0436500,Kaibab CDP,04015,Mohave County,100
1857384,Otwell CDP,18125,Pike County,100
2644520,Lake Fenton CDP,26049,Genesee County,100
2981430,Zalma CDP,29017,Bollinger County,100
3615814,Clarence CDP,36029,Erie County,100
4213596,Church Hill CDP,42087,Mifflin County,100
0636420,Indianola CDP,06023,Humboldt County,100
3519010,Cruzville CDP,35003,Catron County,100
3956798,North Lima CDP,39099,Mahoning County,100
4219048,Dewart CDP,42097,Northumberland County,100
5657375,Oakley CDP,56023,Lincoln County,100
0630714,Graniteville CDP,06057,Nevada County,100
0631288,Grimes CDP,06011,Colusa County,100
0954660,North Granby CDP,09003,Hartford County,100
2404650,Bartonsville CDP,24021,Frederick County,100
3638022,Islip Terrace CDP,36103,Suffolk County,100
3658409,Plainedge CDP,36059,Nassau County,100
3659333,Port Henry CDP,36031,Essex County,100
4773220,Telford CDP,47179,Washington County,100
6677200,Ukudu CDP,66010,Guam,100
1271300,Taylor Creek CDP,12093,Okeechobee County,100
1324876,Dutch Island CDP,13051,Chatham County,100
2530175,Hingham CDP,25023,Plymouth County,100
2614900,Chassell CDP,26061,Houghton County,100
3548200,Mesita CDP,35006,Cibola County,100
4036200,Hoyt CDP,40061,Haskell County,100
4138900,Kerby CDP,41033,Josephine County,100
4223128,Elkins Park CDP,42091,Montgomery County,100
4266304,Rossiter CDP,42063,Indiana County,100
4613188,Collins Colony CDP,46025,Clark County,100
4726120,Fincastle CDP,47013,Campbell County,100
5370245,Tampico CDP,53077,Yakima County,100
3908168,Brady Lake CDP,39133,Portage County,100
4925910,Flaming Gorge CDP,49009,Daggett County,100
0653987,Orange Blossom CDP,06099,Stanislaus County,100
2017675,Dennis CDP,20099,Labette County,100
2151042,Maytown CDP,21071,Floyd County,100
3507810,Blanco CDP,35045,San Juan County,100
4840475,Lake Colorado City CDP,48335,Mitchell County,100
7241767,La Parguera comunidad,72079,Lajas Municipio,100
0682086,Vandenberg Village CDP,06083,Santa Barbara County,100
2270675,Siracusaville CDP,22101,St. Mary Parish,100
3634451,High Falls CDP,36111,Ulster County,100
5505387,Bayfront CDP,55003,Ashland County,100
0140648,Ladonia CDP,01113,Russell County,100
2479225,Tyaskin CDP,24045,Wicomico County,100
2660640,Omena CDP,26089,Leelanau County,100
3471280,Strathmore CDP,34025,Monmouth County,100
3474180,Tuckahoe CDP,34009,Cape May County,100
3623635,Edwards CDP,36089,St. Lawrence County,100
3629421,Glenwood Landing CDP,36059,Nassau County,100
3676089,Uniondale CDP,36059,Nassau County,100
3936232,Hooven CDP,39061,Hamilton County,100
4284248,Westwood CDP,42029,Chester County,100
0616420,Coronita CDP,06065,Riverside County,100
3104055,Belmar CDP,31101,Keith County,100
4824018,El Refugio CDP,48427,Starr County,100
0482270,Whispering Pines CDP,04007,Gila County,100
0915840,Colchester CDP,09011,New London County,100
1375239,Talahi Island CDP,13051,Chatham County,100
6609850,Apra Harbor CDP,66010,Guam,100
6649500,Merizo CDP,66010,Guam,100
0109880,Broomtown CDP,01019,Cherokee County,100
0639836,Lakeview CDP,06065,Riverside County,100
0661096,Riverdale CDP,06019,Fresno County,100
2002600,Asherville CDP,20123,Mitchell County,100
2371780,South Paris CDP,23017,Oxford County,100
2503355,Baldwinville CDP,25027,Worcester County,100
2639680,Hubbell CDP,26061,Houghton County,100
3531540,Hanover CDP,35017,Grant County,100
3645573,Mariaville Lake CDP,36093,Schenectady County,100
3934594,Haydenville CDP,39073,Hocking County,100
5019600,East Burke CDP,50005,Caledonia County,100
7213065,Canovanillas comunidad,72029,Canóvanas Municipio,100
1259250,Punta Rassa CDP,12071,Lee County,100
1530650,Kaumakani CDP,15007,Kauai County,100
2449325,McCoole CDP,24001,Allegany County,100
3670552,Staatsburg CDP,36027,Dutchess County,100
3525135,Escudilla Bonita CDP,35003,Catron County,100
3754600,Raemon CDP,37155,Robeson County,100
0941714,Lakeside Woods CDP,09001,Fairfield County,100
2575960,West Falmouth CDP,25001,Barnstable County,100
3671718,Stottville CDP,36021,Columbia County,100
0660942,Rio Linda CDP,06067,Sacramento County,100
1213775,Combee Settlement CDP,12105,Polk County,100
2657660,New Troy CDP,26021,Berrien County,100
3034110,Happys Inn CDP,30053,Lincoln County,100
3645700,Marlboro CDP,36111,Ulster County,100
0907345,Branford Center CDP,09009,New Haven County,100
2605466,Barnes Lake CDP,26087,Lapeer County,100
3043710,Lindisfarne CDP,30047,Lake County,100
3653253,North Massapequa CDP,36059,Nassau County,100
4154450,Oceanside CDP,41057,Tillamook County,100
4274040,Stevens CDP,42071,Lancaster County,100
4287320,Zion CDP,42027,Centre County,100
4843000,Little Cypress CDP,48361,Orange County,100
4976180,Thompson Springs CDP,49019,Grand County,100
0572290,Walcott CDP,05055,Greene County,100
3611638,Cairo CDP,36039,Greene County,100
4644940,New Holland CDP,46043,Douglas County,100
5555650,Navarino CDP,55115,Shawano County,100
0447610,Morenci CDP,04011,Greenlee County,100
0828250,Franktown CDP,08035,Douglas County,100
1260475,Ridge Wood Heights CDP,12115,Sarasota County,100
4137400,Jennings Lodge CDP,41005,Clackamas County,100
4286472,Woolrich CDP,42035,Clinton County,100
5155448,Nelsonia CDP,51001,Accomack County,100
0423960,Flowing Wells CDP,04019,Pima County,100
0627190,Fuller Acres CDP,06029,Kern County,100
0644042,Los Berros CDP,06079,San Luis Obispo County,100
3513200,Cedar Crest CDP,35001,Bernalillo County,100
4151900,Neotsu CDP,41041,Lincoln County,100
4803096,Amistad CDP,48465,Val Verde County,100
5121152,Daleville CDP,51023,Botetourt County,100
2606880,Beechwood CDP,26139,Ottawa County,100
2679680,Three Lakes CDP,26013,Baraga County,100
3957218,North Zanesville CDP,39119,Muskingum County,100
4279640,Valley Green CDP,42133,York County,100
4846716,Markham CDP,48321,Matagorda County,100
4865240,Sand Springs CDP,48227,Howard County,100
0514920,Collins CDP,05043,Drew County,100
0638156,Kenwood CDP,06097,Sonoma County,100
1229437,Hernando Beach CDP,12053,Hernando County,100
3439360,Laurence Harbor CDP,34023,Middlesex County,100
4844344,Lozano CDP,48061,Cameron County,100
7215494,Cayey zona urbana,72035,Cayey Municipio,100
1216175,Dade City North CDP,12101,Pasco County,100
2965954,Sappington CDP,29189,St. Louis County,100
3576060,Tajique CDP,35057,Torrance County,100
4249144,Middletown CDP,42095,Northampton County,100
5612860,Carpenter CDP,56021,Laramie County,100
0436010,Jakes Corner CDP,04007,Gila County,100
0625506,Franklin CDP,06067,Sacramento County,100
0648186,Mission Hills CDP,06083,Santa Barbara County,100
0916120,Collinsville CDP,09003,Hartford County,100
3534900,Jacona CDP,35049,Santa Fe County,100
3646503,Melrose Park CDP,36011,Cayuga County,100
3743200,Millingport CDP,37167,Stanly County,100
4250748,Montrose Manor CDP,42011,Berks County,100
0664252,Salmon Creek CDP,06097,Sonoma County,100
3630609,Greenville CDP,36039,Greene County,100
3659883,Prospect CDP,36065,Oneida County,100
2438437,Highfield-Cascade CDP,24043,Washington County,100
3625747,Fillmore CDP,36003,Allegany County,100
3703220,Balfour CDP,37089,Henderson County,100
4152400,New Pine Creek CDP,41037,Lake County,100
5177925,Templeton CDP,51149,Prince George County,100
5437948,Holden CDP,54045,Logan County,100
0437935,Kino Springs CDP,04023,Santa Cruz County,100
0609948,Callender CDP,06079,San Luis Obispo County,100
0685551,Wilkerson CDP,06027,Inyo County,100
1256500,Pine Castle CDP,12095,Orange County,100
3401480,Annandale CDP,34019,Hunterdon County,100
5113403,Cascades CDP,51107,Loudoun County,100
5300380,Addy CDP,53065,Stevens County,100
0886200,Woody Creek CDP,08097,Pitkin County,100
1217710,Dixonville CDP,12113,Santa Rosa County,100
2113600,Cayce CDP,21075,Fulton County,100
3672327,SUNY Oswego CDP,36075,Oswego County,100
3712186,Cherry Branch CDP,37049,Craven County,100
3303620,Bartlett CDP,33003,Carroll County,100
3361860,Pittsfield CDP,33013,Merrimack County,100
3641399,Latham CDP,36001,Albany County,100
4877080,Welch CDP,48115,Dawson County,100
0659052,Quartz Hill CDP,06037,Los Angeles County,100
2008300,Bremen CDP,20117,Marshall County,100
2612290,Caberfae CDP,26165,Wexford County,100
3459385,Pleasantdale CDP,34013,Essex County,100
3942308,Leavittsburg CDP,39155,Trumbull County,100
2839800,Leaf CDP,28041,Greene County,100
3521110,Doña Ana CDP,35013,Doña Ana County,100
4221792,East Salem CDP,42067,Juniata County,100
4704000,Beech Bluff CDP,47113,Madison County,100
1273950,Venice Gardens CDP,12115,Sarasota County,100
3664958,Sanborn CDP,36063,Niagara County,100
4540525,Laurel Bay CDP,45013,Beaufort County,100
0644140,Los Molinos CDP,06103,Tehama County,100
3722305,Fairfield Harbour CDP,37049,Craven County,100
4254784,North Bend CDP,42035,Clinton County,100
4261774,Pocono Springs CDP,42127,Wayne County,100
5663100,Rafter J Ranch CDP,56039,Teton County,100
7254366,Monte Grande comunidad,72023,Cabo Rojo Municipio,100
1544450,Lawai CDP,15007,Kauai County,100
1915870,Conroy CDP,19095,Iowa County,100
2948602,Mine La Motte CDP,29123,Madison County,100
0941736,Lakes West CDP,09001,Fairfield County,100
1774548,Taylor Ridge CDP,17161,Rock Island County,100
2459787,Paramount-Long Meadow CDP,24043,Washington County,100
3055675,Orchard Homes CDP,30063,Missoula County,100
3248000,Mogul CDP,32031,Washoe County,100
3705049,Bent Creek CDP,37021,Buncombe County,100
3752500,Pinnacle CDP,37169,Stokes County,100
0485680,Yuma Proving Ground CDP,04027,Yuma County,100
0680280,Traver CDP,06107,Tulare County,100
2978226,Weingarten CDP,29186,Ste. Genevieve County,100
3029950,Gardiner CDP,30067,Park County,100
3033250,Greycliff CDP,30097,Sweet Grass County,100
4258536,Paxtonville CDP,42109,Snyder County,100
4858436,Plum CDP,48149,Fayette County,100
5430777,Gilbert Creek CDP,54059,Mingo County,100
3608004,Breesport CDP,36015,Chemung County,100
4145900,Marion CDP,41047,Marion County,100
7239875,La Alianza comunidad,72013,Arecibo Municipio,100
0623210,Fairmead CDP,06039,Madera County,100
3908308,Brandt CDP,39109,Miami County,100
5034525,Huntington CDP,50007,Chittenden County,100
5514450,Chili CDP,55019,Clark County,100
